ensembl_gene_id,gene.x,gene_gencodeV33,chromosome,pLI,LOEUF,prior.dn.ptv,prior.dn.misb,prior.dn.misa,prior.in.ptv,prior.in.misb,prior.in.misa,prior.cc.ptv,prior.cc.misb,prior.cc.misa,gene.y,ensembl_transcript_id,mu_syn,mu_mis,mu_lof,hgnc_symbol
ENSG00000133703,KRAS,KRAS,12,0.00078803,1.24,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,KRAS,ENST00000256078,1.81E-06,4.49E-06,4.36E-07,KRAS
ENSG00000133704,IPO8,IPO8,12,0.2344,0.358,6.088219437,14.14714762,1.682544956,1.466673964,1.585667216,1.05,2.529847306,3.077927599,1.05,IPO8,ENST00000256079,1.01E-05,2.75E-05,3.29E-06,IPO8
ENSG00000133706,LARS,LARS1,5,8.21E-09,0.526,3.419417649,14.14714762,1.682544956,1.354893802,1.585667216,1.05,2.110493311,3.077927599,1.05,LARS,ENST00000394434,1.14E-05,3.02E-05,3.49E-06,LARS1
ENSG00000133710,SPINK5,SPINK5,5,4.85E-28,0.93,1.267525798,14.14714762,1.682544956,1.072311532,1.585667216,1.05,1.245601481,3.077927599,1.05,SPINK5,ENST00000359874,1.04E-05,2.99E-05,3.76E-06,SPINK5
ENSG00000133731,IMPA1,IMPA1,8,0.00047793,0.877,1.390725272,14.14714762,1.682544956,1.101443398,1.585667216,1.05,1.330549186,3.077927599,1.05,IMPA1,ENST00000449740,3.39E-06,8.86E-06,9.38E-07,IMPA1
ENSG00000133739,LRRCC1,LRRCC1,8,7.23E-21,0.965,1.199056313,14.14714762,1.682544956,1.055267924,1.585667216,1.05,1.196057318,3.077927599,1.05,LRRCC1,ENST00000360375,1.03E-05,2.46E-05,2.58E-06,LRRCC1
ENSG00000133740,E2F5,E2F5,8,0.935,0.362,6.002360104,14.14714762,1.682544956,1.464488178,1.585667216,1.05,2.520254245,3.077927599,1.05,E2F5,ENST00000416274,5.99E-06,1.05E-05,7.28E-07,E2F5
ENSG00000133742,CA1,CA1,8,4.75E-11,1.682,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CA1,ENST00000523953,2.64E-06,6.42E-06,7.57E-07,CA1
ENSG00000133773,CCDC59,CCDC59,12,4.03E-11,1.699,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CCDC59,ENST00000256151,3.21E-06,7.72E-06,6.91E-07,CCDC59
ENSG00000133789,SWAP70,SWAP70,11,0.049628,0.471,4.09733072,14.14714762,1.682544956,1.395557658,1.585667216,1.05,2.250685616,3.077927599,1.05,SWAP70,ENST00000318950,5.96E-06,1.60E-05,1.62E-06,SWAP70
ENSG00000133794,ARNTL,ARNTL,11,0.99444,0.277,8.093312651,14.14714762,1.682544956,1.505479774,1.585667216,1.05,2.718795501,3.077927599,1.05,ARNTL,ENST00000389707,7.27E-06,1.83E-05,1.82E-06,ARNTL
ENSG00000133800,LYVE1,LYVE1,11,4.72E-07,1.345,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,LYVE1,ENST00000256178,3.42E-06,8.24E-06,6.92E-07,LYVE1
ENSG00000133805,AMPD3,AMPD3,11,1.13E-12,0.907,1.317810402,14.14714762,1.682544956,1.084487987,1.585667216,1.05,1.281055913,3.077927599,1.05,AMPD3,ENST00000396554,1.23E-05,2.74E-05,1.95E-06,AMPD3
ENSG00000133812,SBF2,SBF2,11,6.38E-10,0.467,4.1531834,14.14714762,1.682544956,1.398396301,1.585667216,1.05,2.260836483,3.077927599,1.05,SBF2,ENST00000256190,1.86E-05,4.83E-05,4.93E-06,SBF2
ENSG00000133816,MICAL2,MICAL2,11,2.18E-12,0.686,2.139652007,14.14714762,1.682544956,1.231497084,1.585667216,1.05,1.718285027,3.077927599,1.05,MICALCL,ENST00000256186,8.01E-06,1.88E-05,1.59E-06,MICAL2
ENSG00000133818,RRAS2,RRAS2,11,0.97463,0.264,8.464706295,14.14714762,1.682544956,1.51071413,1.585667216,1.05,2.748032203,3.077927599,1.05,RRAS2,ENST00000256196,2.93E-06,6.96E-06,4.98E-07,RRAS2
ENSG00000133835,HSD17B4,HSD17B4,5,2.42E-10,0.745,1.843077353,14.14714762,1.682544956,1.18803323,1.585667216,1.05,1.58672612,3.077927599,1.05,HSD17B4,ENST00000504811,7.37E-06,2.01E-05,1.86E-06,HSD17B4
ENSG00000133858,ZFC3H1,ZFC3H1,12,1,0.157,12.06364623,14.14714762,1.682544956,1.543095463,1.585667216,1.05,2.969565002,3.077927599,1.05,ZFC3H1,ENST00000378743,2.03E-05,5.24E-05,5.78E-06,ZFC3H1
ENSG00000133863,TEX15,TEX15,8,4.99E-25,0.778,1.705983822,14.14714762,1.682544956,1.16481314,1.585667216,1.05,1.517354416,3.077927599,1.05,TEX15,ENST00000256246,2.63E-05,6.37E-05,4.01E-06,TEX15
ENSG00000133872,TMEM66,SARAF,8,0.0019871,0.83,1.52447565,14.14714762,1.682544956,1.130223681,1.585667216,1.05,1.414986461,3.077927599,1.05,TMEM66,ENST00000256255,5.43E-06,1.02E-05,8.07E-07,SARAF
ENSG00000133874,RNF122,RNF122,8,0.14077,0.776,1.713772642,14.14714762,1.682544956,1.166194464,1.585667216,1.05,1.521465555,3.077927599,1.05,RNF122,ENST00000256257,2.35E-06,4.95E-06,5.10E-07,RNF122
ENSG00000133878,DUSP26,DUSP26,8,0.00023011,1.225,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,DUSP26,ENST00000256261,3.61E-06,9.02E-06,6.99E-07,DUSP26
ENSG00000133884,DPF2,DPF2,11,0.99985,0.161,11.91318857,14.14714762,1.682544956,1.542209808,1.585667216,1.05,2.962205194,3.077927599,1.05,DPF2,ENST00000528416,5.33E-06,1.39E-05,1.75E-06,DPF2
ENSG00000133895,MEN1,MEN1,11,0.99971,0.171,11.54135303,14.14714762,1.682544956,1.539899587,1.585667216,1.05,2.943360818,3.077927599,1.05,MEN1,ENST00000337652,1.17E-05,2.49E-05,1.54E-06,MEN1
ENSG00000133935,C14orf1,ERG28,14,0.23926,0.853,1.455801155,14.14714762,1.682544956,1.115819892,1.585667216,1.05,1.372653573,3.077927599,1.05,C14orf1,ENST00000256319,1.71E-06,4.47E-06,4.64E-07,ERG28
ENSG00000133937,GSC,GSC,14,0.013852,1.129,1.001671904,14.14714762,1.682544956,1,1.585667216,1.05,1.033374591,3.077927599,1.05,GSC,ENST00000238558,9.63E-06,1.57E-05,4.37E-07,GSC
ENSG00000133943,C14orf159,DGLUCY,14,1.66E-22,1.548,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,C14orf159,ENST00000518868,9.49E-06,1.90E-05,1.19E-06,DGLUCY
ENSG00000133958,UNC79,UNC79,14,1,0.147,12.44340068,14.14714762,1.682544956,1.545222873,1.585667216,1.05,2.987461932,3.077927599,1.05,UNC79,ENST00000256339,3.32E-05,7.23E-05,6.17E-06,UNC79
ENSG00000133961,NUMB,NUMB,14,0.0039959,0.593,2.779990302,14.14714762,1.682544956,1.303133494,1.585667216,1.05,1.941592538,3.077927599,1.05,NUMB,ENST00000355058,7.08E-06,1.97E-05,1.22E-06,NUMB
ENSG00000133962,CATSPERB,CATSPERB,14,6.88E-18,0.867,1.417066732,14.14714762,1.682544956,1.107349327,1.585667216,1.05,1.347829099,3.077927599,1.05,CATSPERB,ENST00000256343,1.12E-05,2.88E-05,2.68E-06,CATSPERB
ENSG00000133980,VRTN,VRTN,14,0.98901,0.264,8.464706295,14.14714762,1.682544956,1.51071413,1.585667216,1.05,2.748032203,3.077927599,1.05,VRTN,ENST00000256362,1.05E-05,2.65E-05,8.90E-07,VRTN
ENSG00000133983,COX16,COX16,14,1.87E-05,1.78,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,COX16,ENST00000389912,1.14E-06,3.27E-06,4.06E-07,COX16
ENSG00000133985,TTC9,TTC9,14,0.06817,0.975,1.182151495,14.14714762,1.682544956,1.050748162,1.585667216,1.05,1.182925953,3.077927599,1.05,TTC9,ENST00000256367,5.68E-06,1.02E-05,7.63E-07,TTC9
ENSG00000133997,MED6,MED6,14,6.60E-05,0.998,1.147804405,14.14714762,1.682544956,1.040951898,1.585667216,1.05,1.154464924,3.077927599,1.05,MED6,ENST00000256379,2.17E-06,6.32E-06,8.16E-07,MED6
ENSG00000134001,EIF2S1,EIF2S1,14,0.97031,0.31,7.213529639,14.14714762,1.682544956,1.49094229,1.585667216,1.05,2.643120896,3.077927599,1.05,EIF2S1,ENST00000256383,2.88E-06,8.52E-06,8.19E-07,EIF2S1
ENSG00000134013,LOXL2,LOXL2,8,3.38E-07,0.65,2.359113002,14.14714762,1.682544956,1.258934001,1.585667216,1.05,1.80271045,3.077927599,1.05,LOXL2,ENST00000389131,1.50E-05,2.95E-05,1.97E-06,LOXL2
ENSG00000134014,ELP3,ELP3,8,3.01E-14,1.025,1.111056885,14.14714762,1.682544956,1.030470906,1.585667216,1.05,1.124014786,3.077927599,1.05,ELP3,ENST00000256398,6.39E-06,1.64E-05,1.95E-06,ELP3
ENSG00000134020,PEBP4,PEBP4,8,4.58E-05,1.287,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,PEBP4,ENST00000256404,3.23E-06,6.55E-06,7.12E-07,PEBP4
ENSG00000134028,ADAMDEC1,ADAMDEC1,8,3.63E-16,1.288,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ADAMDEC1,ENST00000256412,5.15E-06,1.25E-05,1.33E-06,ADAMDEC1
ENSG00000134030,CTIF,CTIF,18,0.99994,0.109,13.92156099,14.14714762,1.682544956,1.552294097,1.585667216,1.05,3.047267922,3.077927599,1.05,CTIF,ENST00000382998,1.05E-05,2.34E-05,1.54E-06,CTIF
ENSG00000134042,MRO,MRO,18,1.80E-06,1.16,1,14.14714762,1.682544956,1,1.585667216,1.05,1.01360356,3.077927599,1.05,MRO,ENST00000436348,3.61E-06,7.82E-06,8.62E-07,MRO
ENSG00000134046,MBD2,MBD2,18,0.34957,0.522,3.46354797,14.14714762,1.682544956,1.357930838,1.585667216,1.05,2.120686047,3.077927599,1.05,MBD2,ENST00000256429,9.01E-06,1.93E-05,1.10E-06,MBD2
ENSG00000134049,IER3IP1,IER3IP1,18,0.023402,1.41,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,IER3IP1,ENST00000256433,1.30E-06,2.45E-06,3.57E-07,IER3IP1
ENSG00000134056,MRPS36,MRPS36,5,0.10812,1.23,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,MRPS36,ENST00000256441,1.01E-06,2.62E-06,2.37E-07,MRPS36
ENSG00000134057,CCNB1,CCNB1,5,0.15993,0.549,3.179559888,14.14714762,1.682544956,1.337274578,1.585667216,1.05,2.05205113,3.077927599,1.05,CCNB1,ENST00000256442,4.37E-06,1.11E-05,8.63E-07,CCNB1
ENSG00000134058,CDK7,CDK7,5,4.47E-07,1.021,1.11626587,14.14714762,1.682544956,1.0319566,1.585667216,1.05,1.128331116,3.077927599,1.05,CDK7,ENST00000256443,3.60E-06,8.88E-06,9.33E-07,CDK7
ENSG00000134061,CD180,CD180,5,6.84E-05,0.992,1.156487743,14.14714762,1.682544956,1.043428513,1.585667216,1.05,1.161660202,3.077927599,1.05,CD180,ENST00000256447,7.23E-06,1.64E-05,6.89E-07,CD180
ENSG00000134070,IRAK2,IRAK2,3,2.61E-19,1.255,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,IRAK2,ENST00000256458,9.79E-06,2.08E-05,1.51E-06,IRAK2
ENSG00000134072,CAMK1,CAMK1,3,3.01E-05,0.818,1.562973998,14.14714762,1.682544956,1.137966959,1.585667216,1.05,1.437811568,3.077927599,1.05,CAMK1,ENST00000256460,5.74E-06,1.17E-05,1.17E-06,CAMK1
ENSG00000134077,THUMPD3,THUMPD3,3,8.17E-14,1.249,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,THUMPD3,ENST00000345094,4.89E-06,1.31E-05,1.30E-06,THUMPD3
ENSG00000134086,VHL,VHL,3,0.079515,0.927,1.273830481,14.14714762,1.682544956,1.073857355,1.585667216,1.05,1.2500991,3.077927599,1.05,VHL,ENST00000256474,5.85E-06,1.08E-05,5.43E-07,VHL
ENSG00000134107,BHLHE40,BHLHE40,3,0.99444,0.194,10.71337289,14.14714762,1.682544956,1.53401394,1.585667216,1.05,2.897984177,3.077927599,1.05,BHLHE40,ENST00000256495,7.36E-06,1.47E-05,6.22E-07,BHLHE40
ENSG00000134108,ARL8B,ARL8B,3,0.12959,0.649,2.365682151,14.14714762,1.682544956,1.259703284,1.585667216,1.05,1.805095358,3.077927599,1.05,ARL8B,ENST00000256496,2.26E-06,5.87E-06,7.66E-07,ARL8B
ENSG00000134109,EDEM1,EDEM1,3,1.06E-13,1.088,1.039100491,14.14714762,1.682544956,1.009947383,1.585667216,1.05,1.064389309,3.077927599,1.05,EDEM1,ENST00000256497,1.15E-05,2.44E-05,1.97E-06,EDEM1
ENSG00000134115,CNTN6,CNTN6,3,9.02E-31,1.153,1,14.14714762,1.682544956,1,1.585667216,1.05,1.017804704,3.077927599,1.05,CNTN6,ENST00000446702,1.03E-05,2.58E-05,2.61E-06,CNTN6
ENSG00000134121,CHL1,CHL1,3,8.89E-12,0.644,2.398933833,14.14714762,1.682544956,1.263554421,1.585667216,1.05,1.81705016,3.077927599,1.05,CHL1,ENST00000256509,1.31E-05,3.16E-05,2.74E-06,CHL1
ENSG00000134138,MEIS2,MEIS2,15,0.99938,0.184,11.06837817,14.14714762,1.682544956,1.53667509,1.585667216,1.05,2.918026767,3.077927599,1.05,MEIS2,ENST00000561208,9.35E-06,1.70E-05,1.29E-06,MEIS2
ENSG00000134146,DPH6,DPH6,15,1.14E-05,1.079,1.048268313,14.14714762,1.682544956,1.012562282,1.585667216,1.05,1.071986089,3.077927599,1.05,DPH6,ENST00000256538,2.36E-06,6.76E-06,8.09E-07,DPH6
ENSG00000134152,KATNBL1,KATNBL1,15,0.72545,0.446,4.463032643,14.14714762,1.682544956,1.412938094,1.585667216,1.05,2.313850769,3.077927599,1.05,KATNBL1,ENST00000256544,2.45E-06,7.00E-06,8.43E-07,KATNBL1
ENSG00000134153,EMC7,EMC7,15,0.86665,0.432,4.685753534,14.14714762,1.682544956,1.422270112,1.585667216,1.05,2.348888062,3.077927599,1.05,EMC7,ENST00000256545,3.60E-06,7.55E-06,5.74E-07,EMC7
ENSG00000134160,TRPM1,TRPM1,15,1.60E-42,1.068,1.059960477,14.14714762,1.682544956,1.015897169,1.585667216,1.05,1.081674621,3.077927599,1.05,TRPM1,ENST00000542188,2.30E-05,5.26E-05,4.20E-06,TRPM1
ENSG00000134183,GNAT2,GNAT2,1,6.95E-06,0.981,1.172912271,14.14714762,1.682544956,1.048113015,1.585667216,1.05,1.175270058,3.077927599,1.05,GNAT2,ENST00000351050,4.34E-06,9.69E-06,1.03E-06,GNAT2
ENSG00000134184,GSTM1,GSTM1,1,0.0020641,1.013,1.126926368,14.14714762,1.682544956,1.034997154,1.585667216,1.05,1.137164739,3.077927599,1.05,GSTM1,ENST00000309851,2.61E-06,6.80E-06,5.38E-07,GSTM1
ENSG00000134186,PRPF38B,PRPF38B,1,0.70194,0.379,5.650588576,14.14714762,1.682544956,1.454922535,1.585667216,1.05,2.479236228,3.077927599,1.05,PRPF38B,ENST00000370025,6.85E-06,1.87E-05,2.57E-06,PRPF38B
ENSG00000134193,REG4,REG4,1,0.00075276,1.252,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,REG4,ENST00000354219,2.05E-06,4.40E-06,5.50E-07,REG4
ENSG00000134198,TSPAN2,TSPAN2,1,2.35E-05,1.165,1,14.14714762,1.682544956,1,1.585667216,1.05,1.010694146,3.077927599,1.05,TSPAN2,ENST00000369516,3.12E-06,7.24E-06,8.86E-07,TSPAN2
ENSG00000134200,TSHB,TSHB,1,0.0083588,1.805,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,TSHB,ENST00000256592,1.28E-06,3.50E-06,1.58E-07,TSHB
ENSG00000134201,GSTM5,GSTM5,1,1.19E-07,1.545,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,GSTM5,ENST00000256593,2.39E-06,6.53E-06,6.26E-07,GSTM5
ENSG00000134202,GSTM3,GSTM3,1,4.36E-07,1.172,1,14.14714762,1.682544956,1,1.585667216,1.05,1.006747015,3.077927599,1.05,GSTM3,ENST00000540225,3.20E-06,7.58E-06,8.87E-07,GSTM3
ENSG00000134207,SYT6,SYT6,1,0.0081153,0.78,1.698258968,14.14714762,1.682544956,1.163435342,1.585667216,1.05,1.513255658,3.077927599,1.05,SYT6,ENST00000609117,5.69E-06,1.45E-05,6.59E-07,SYT6
ENSG00000134215,VAV3,VAV3,1,8.45E-14,0.724,1.940518986,14.14714762,1.682544956,1.203246095,1.585667216,1.05,1.632501415,3.077927599,1.05,VAV3,ENST00000370056,8.96E-06,2.20E-05,3.07E-06,VAV3
ENSG00000134216,CHIA,CHIA,1,1.01E-13,1.237,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CHIA,ENST00000369740,6.65E-06,1.40E-05,1.21E-06,CHIA
ENSG00000134222,PSRC1,PSRC1,1,8.56E-09,1.295,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,PSRC1,ENST00000369909,4.30E-06,1.19E-05,1.21E-06,PSRC1
ENSG00000134240,HMGCS2,HMGCS2,1,4.34E-14,1.201,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,HMGCS2,ENST00000369406,6.12E-06,1.57E-05,1.49E-06,HMGCS2
ENSG00000134242,PTPN22,PTPN22,1,3.49E-21,1.089,1.038103636,14.14714762,1.682544956,1.009663054,1.585667216,1.05,1.063563279,3.077927599,1.05,PTPN22,ENST00000359785,6.52E-06,1.89E-05,2.02E-06,PTPN22
ENSG00000134243,SORT1,SORT1,1,0.99987,0.212,10.09504153,14.14714762,1.682544956,1.528810561,1.585667216,1.05,2.860879514,3.077927599,1.05,SORT1,ENST00000256637,1.24E-05,2.75E-05,2.22E-06,SORT1
ENSG00000134245,WNT2B,WNT2B,1,0.038333,0.611,2.636315374,14.14714762,1.682544956,1.289124574,1.585667216,1.05,1.897135041,3.077927599,1.05,WNT2B,ENST00000369684,6.66E-06,1.87E-05,1.32E-06,WNT2B
ENSG00000134247,PTGFRN,PTGFRN,1,0.00047574,0.538,3.291394341,14.14714762,1.682544956,1.345731019,1.585667216,1.05,2.079960356,3.077927599,1.05,PTGFRN,ENST00000393203,1.67E-05,3.51E-05,1.96E-06,PTGFRN
ENSG00000134248,LAMTOR5,LAMTOR5,1,3.83E-06,1.771,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,LAMTOR5,ENST00000256644,3.48E-06,7.79E-06,4.17E-07,LAMTOR5
ENSG00000134250,NOTCH2,NOTCH2,1,1,0.116,13.64499412,14.14714762,1.682544956,1.551122489,1.585667216,1.05,3.037366096,3.077927599,1.05,NOTCH2,ENST00000256646,2.86E-05,7.33E-05,5.02E-06,NOTCH2
ENSG00000134253,TRIM45,TRIM45,1,2.06E-08,1.08,1.047232115,14.14714762,1.682544956,1.012266732,1.585667216,1.05,1.071127459,3.077927599,1.05,TRIM45,ENST00000256649,7.52E-06,1.84E-05,1.11E-06,TRIM45
ENSG00000134255,CEPT1,CEPT1,1,0.99351,0.244,9.064169214,14.14714762,1.682544956,1.518214698,1.585667216,1.05,2.792280651,3.077927599,1.05,CEPT1,ENST00000545121,4.19E-06,1.08E-05,8.84E-07,CEPT1
ENSG00000134256,CD101,CD101,1,3.28E-13,0.85,1.464394625,14.14714762,1.682544956,1.117664872,1.585667216,1.05,1.378067308,3.077927599,1.05,CD101,ENST00000256652,1.18E-05,2.82E-05,1.87E-06,CD101
ENSG00000134258,VTCN1,VTCN1,1,1.37E-12,1.848,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,VTCN1,ENST00000369458,3.17E-06,7.54E-06,5.45E-07,VTCN1
ENSG00000134259,NGF,NGF,1,0.82026,0.528,3.397629728,14.14714762,1.682544956,1.353371857,1.585667216,1.05,2.105399414,3.077927599,1.05,NGF,ENST00000369512,3.82E-06,9.73E-06,2.93E-07,NGF
ENSG00000134262,AP4B1,AP4B1,1,1.34E-09,0.827,1.533922355,14.14714762,1.682544956,1.132145254,1.585667216,1.05,1.420646166,3.077927599,1.05,AP4B1,ENST00000369569,8.14E-06,2.16E-05,1.88E-06,AP4B1
ENSG00000134265,NAPG,NAPG,18,0.081162,0.55,3.169645447,14.14714762,1.682544956,1.336503535,1.585667216,1.05,2.049518484,3.077927599,1.05,NAPG,ENST00000322897,3.46E-06,8.33E-06,1.31E-06,NAPG
ENSG00000134278,SPIRE1,SPIRE1,18,0.042486,0.455,4.326734544,14.14714762,1.682544956,1.40678418,1.585667216,1.05,2.291194863,3.077927599,1.05,SPIRE1,ENST00000409402,1.26E-05,2.81E-05,2.07E-06,SPIRE1
ENSG00000134283,PPHLN1,PPHLN1,12,3.30E-08,0.836,1.505929094,14.14714762,1.682544956,1.126409621,1.585667216,1.05,1.40376143,3.077927599,1.05,PPHLN1,ENST00000395568,5.49E-06,1.41E-05,1.81E-06,PPHLN1
ENSG00000134285,FKBP11,FKBP11,12,6.46E-07,1.53,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,FKBP11,ENST00000550765,3.07E-06,6.72E-06,6.77E-07,FKBP11
ENSG00000134287,ARF3,ARF3,12,0.35273,0.716,1.979905148,14.14714762,1.682544956,1.209121168,1.585667216,1.05,1.650254421,3.077927599,1.05,ARF3,ENST00000256682,2.59E-06,6.10E-06,4.77E-07,ARF3
ENSG00000134291,TMEM106C,TMEM106C,12,1.50E-08,1.399,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,TMEM106C,ENST00000429772,3.46E-06,7.57E-06,9.75E-07,TMEM106C
ENSG00000134294,SLC38A2,SLC38A2,12,0.99709,0.242,9.12600652,14.14714762,1.682544956,1.518927693,1.585667216,1.05,2.79665232,3.077927599,1.05,SLC38A2,ENST00000256689,5.55E-06,1.30E-05,1.21E-06,SLC38A2
ENSG00000134308,YWHAQ,YWHAQ,2,0.69755,0.499,3.732323834,14.14714762,1.682544956,1.375184895,1.585667216,1.05,2.179364828,3.077927599,1.05,YWHAQ,ENST00000381844,4.23E-06,8.38E-06,7.72E-07,YWHAQ
ENSG00000134313,KIDINS220,KIDINS220,2,0.073562,0.35,6.263519261,14.14714762,1.682544956,1.470970837,1.585667216,1.05,2.548965356,3.077927599,1.05,KIDINS220,ENST00000256707,2.11E-05,4.99E-05,4.10E-06,KIDINS220
ENSG00000134317,GRHL1,GRHL1,2,0.2395,0.428,4.751805665,14.14714762,1.682544956,1.424882454,1.585667216,1.05,2.358852722,3.077927599,1.05,GRHL1,ENST00000324907,7.96E-06,1.84E-05,1.79E-06,GRHL1
ENSG00000134318,ROCK2,ROCK2,2,1,0.215,9.994648191,14.14714762,1.682544956,1.527890711,1.585667216,1.05,2.854581303,3.077927599,1.05,ROCK2,ENST00000315872,1.36E-05,3.59E-05,4.71E-06,ROCK2
ENSG00000134321,RSAD2,RSAD2,2,9.44E-15,1.813,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,RSAD2,ENST00000382040,3.90E-06,1.05E-05,7.28E-07,RSAD2
ENSG00000134323,MYCN,MYCN,2,0.88897,0.412,5.026905425,14.14714762,1.682544956,1.435091224,1.585667216,1.05,2.398505853,3.077927599,1.05,MYCN,ENST00000281043,1.38E-05,2.35E-05,6.73E-07,MYCN
ENSG00000134324,LPIN1,LPIN1,2,6.45E-13,0.727,1.926079182,14.14714762,1.682544956,1.201053872,1.585667216,1.05,1.625888034,3.077927599,1.05,LPIN1,ENST00000449576,1.53E-05,3.03E-05,2.87E-06,LPIN1
ENSG00000134326,CMPK2,CMPK2,2,1.13E-06,1.439,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CMPK2,ENST00000256722,1.05E-05,2.10E-05,6.59E-07,CMPK2
ENSG00000134330,IAH1,IAH1,2,0.0034427,0.914,1.302021317,14.14714762,1.682544956,1.080703884,1.585667216,1.05,1.270030728,3.077927599,1.05,IAH1,ENST00000497473,3.57E-06,7.36E-06,6.48E-07,IAH1
ENSG00000134333,LDHA,LDHA,11,0.069173,0.631,2.48863896,14.14714762,1.682544956,1.273600237,1.585667216,1.05,1.848361415,3.077927599,1.05,LDHA,ENST00000540430,3.90E-06,1.03E-05,8.02E-07,LDHA
ENSG00000134339,SAA2,SAA2,11,2.70E-06,1.942,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,SAA2,ENST00000526900,1.72E-06,3.94E-06,3.96E-07,SAA2
ENSG00000134343,ANO3,ANO3,11,1.25E-17,0.766,1.753694556,14.14714762,1.682544956,1.173152926,1.585667216,1.05,1.542204832,3.077927599,1.05,ANO3,ENST00000256737,1.03E-05,2.74E-05,3.37E-06,ANO3
ENSG00000134352,IL6ST,IL6ST,5,0.99978,0.228,9.568550102,14.14714762,1.682544956,1.523729179,1.585667216,1.05,2.826955059,3.077927599,1.05,IL6ST,ENST00000381298,8.77E-06,2.23E-05,2.20E-06,IL6ST
ENSG00000134363,FST,FST,5,0.98014,0.29,7.736065558,14.14714762,1.682544956,1.499965569,1.585667216,1.05,2.689221557,3.077927599,1.05,FST,ENST00000256759,5.24E-06,1.13E-05,7.46E-07,FST
ENSG00000134365,CFHR4,CFHR4,1,2.38E-18,1.299,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CFHR4,ENST00000367416,5.72E-06,1.41E-05,1.46E-06,CFHR4
ENSG00000134369,NAV1,NAV1,1,1,0.08,15.09067504,14.14714762,1.682544956,1.556350397,1.585667216,1.05,3.081496935,3.077927599,1.05,NAV1,ENST00000367296,3.00E-05,6.50E-05,3.86E-06,NAV1
ENSG00000134371,CDC73,CDC73,1,0.99995,0.188,10.92542224,14.14714762,1.682544956,1.535629922,1.585667216,1.05,2.910063489,3.077927599,1.05,CDC73,ENST00000367435,5.69E-06,1.57E-05,2.41E-06,CDC73
ENSG00000134375,TIMM17A,TIMM17A,1,0.21724,0.681,2.168235702,14.14714762,1.682544956,1.235273758,1.585667216,1.05,1.729836704,3.077927599,1.05,TIMM17A,ENST00000367287,1.86E-06,4.69E-06,7.93E-07,TIMM17A
ENSG00000134376,CRB1,CRB1,1,5.63E-16,0.829,1.527611578,14.14714762,1.682544956,1.130863136,1.585667216,1.05,1.416869551,3.077927599,1.05,CRB1,ENST00000367400,1.54E-05,3.53E-05,2.48E-06,CRB1
ENSG00000134389,CFHR5,CFHR5,1,2.11E-32,1.829,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CFHR5,ENST00000256785,5.83E-06,1.47E-05,1.52E-06,CFHR5
ENSG00000134398,ERN2,AC008870.1,16,7.18E-24,1.029,1.105927774,14.14714762,1.682544956,1.029007991,1.585667216,1.05,1.119764641,3.077927599,1.05,ERN2,ENST00000256797,1.66E-05,3.53E-05,2.93E-06,ERN2
ENSG00000134419,RPS15A,RPS15A,16,0.802,0.559,3.082248546,14.14714762,1.682544956,1.329549819,1.585667216,1.05,2.026763783,3.077927599,1.05,RPS15A,ENST00000322989,1.60E-06,4.13E-06,3.49E-07,RPS15A
